mH (GeV) 	H->e+e-e+e- 	H->e+e+mu+mu- 	H->l+l-l+l- 	H->l+l-l+l- 	H->e+ nue e- nue 	H->e+nue mu-numu  H -> l+ l- nul nul 	H->l+ l- nul nul
                               	  	  	  l=e,mu 	l=e,mu,tau 	                                           l=e or mu, vu=any    l=e,mu  or tau, nu=any
155 	8.63E-05 	1.66E-04 	3.38E-04 	7.57E-04 	9.59E-03 	9.39E-03 	3.93E-02 	8.71E-02
160 	4.85E-05 	9.36E-05 	1.91E-04 	4.26E-04 	1.08E-02 	1.07E-02 	4.39E-02 	9.80E-02
165 	2.58E-05 	5.00E-05 	1.02E-04 	2.27E-04 	1.14E-02 	1.13E-02 	4.59E-02 	1.03E-01
170 	2.73E-05 	5.32E-05 	1.08E-04 	2.42E-04 	1.15E-02 	1.14E-02 	4.61E-02 	1.03E-01
175 	3.71E-05 	7.28E-05 	1.47E-04 	3.30E-04 	1.14E-02 	1.13E-02 	4.60E-02 	1.03E-01
180 	6.85E-05 	1.36E-04 	2.73E-04 	6.12E-04 	1.12E-02 	1.10E-02 	4.55E-02 	1.01E-01
185 	1.70E-04 	3.38E-04 	6.78E-04 	1.52E-03 	1.06E-02 	9.95E-03 	4.38E-02 	9.56E-02
190 	2.36E-04 	4.72E-04 	9.44E-04 	2.12E-03 	1.02E-02 	9.26E-03 	4.27E-02 	9.18E-02
195 	2.69E-04 	5.37E-04 	1.08E-03 	2.42E-03 	9.99E-03 	8.92E-03 	4.21E-02 	8.99E-02
200 	2.88E-04 	5.75E-04 	1.15E-03 	2.59E-03 	9.87E-03 	8.73E-03 	4.18E-02 	8.89E-02
210 	3.08E-04 	6.17E-04 	1.23E-03 	2.78E-03 	9.74E-03 	8.52E-03 	4.14E-02 	8.77E-02
220 	3.19E-04 	6.38E-04 	1.28E-03 	2.87E-03 	9.68E-03 	8.41E-03 	4.13E-02 	8.71E-02
230 	3.26E-04 	6.52E-04 	1.30E-03 	2.93E-03 	9.64E-03 	8.34E-03 	4.12E-02 	8.68E-02
240 	3.31E-04 	6.61E-04 	1.32E-03 	2.97E-03 	9.61E-03 	8.29E-03 	4.11E-02 	8.65E-02
250 	3.34E-04 	6.68E-04 	1.34E-03 	3.01E-03 	9.59E-03 	8.26E-03 	4.10E-02 	8.63E-02
260 	3.37E-04 	6.74E-04 	1.35E-03 	3.03E-03 	9.57E-03 	8.23E-03 	4.10E-02 	8.62E-02
270 	3.40E-04 	6.79E-04 	1.36E-03 	3.06E-03 	9.56E-03 	8.21E-03 	4.09E-02 	8.60E-02
280 	3.42E-04 	6.83E-04 	1.37E-03 	3.07E-03 	9.54E-03 	8.18E-03 	4.09E-02 	8.59E-02
290 	3.44E-04 	6.87E-04 	1.37E-03 	3.09E-03 	9.53E-03 	8.16E-03 	4.09E-02 	8.58E-02
300 	3.45E-04 	6.90E-04 	1.38E-03 	3.11E-03 	9.52E-03 	8.15E-03 	4.08E-02 	8.57E-02
310 	3.47E-04 	6.93E-04 	1.39E-03 	3.12E-03 	9.51E-03 	8.13E-03 	4.08E-02 	8.56E-02
320 	3.48E-04 	6.96E-04 	1.39E-03 	3.13E-03 	9.50E-03 	8.11E-03 	4.08E-02 	8.55E-02
330 	3.49E-04 	6.98E-04 	1.40E-03 	3.14E-03 	9.49E-03 	8.10E-03 	4.07E-02 	8.54E-02
340 	3.50E-04 	6.99E-04 	1.40E-03 	3.15E-03 	9.47E-03 	8.08E-03 	4.07E-02 	8.53E-02
350 	3.45E-04 	6.90E-04 	1.38E-03 	3.11E-03 	9.33E-03 	7.96E-03 	4.01E-02 	8.40E-02
360 	3.34E-04 	6.67E-04 	1.33E-03 	3.00E-03 	8.99E-03 	7.66E-03 	3.86E-02 	8.09E-02
370 	3.23E-04 	6.46E-04 	1.29E-03 	2.91E-03 	8.68E-03 	7.39E-03 	3.73E-02 	7.81E-02
380 	3.15E-04 	6.29E-04 	1.26E-03 	2.83E-03 	8.43E-03 	7.17E-03 	3.62E-02 	7.58E-02
390 	3.08E-04 	6.15E-04 	1.23E-03 	2.77E-03 	8.22E-03 	7.00E-03 	3.53E-02 	7.40E-02
400 	3.03E-04 	6.05E-04 	1.21E-03 	2.72E-03 	8.06E-03 	6.85E-03 	3.46E-02 	7.25E-02
410 	2.99E-04 	5.98E-04 	1.20E-03 	2.69E-03 	7.93E-03 	6.74E-03 	3.41E-02 	7.14E-02
420 	2.96E-04 	5.92E-04 	1.18E-03 	2.67E-03 	7.83E-03 	6.65E-03 	3.37E-02 	7.05E-02
430 	2.94E-04 	5.88E-04 	1.18E-03 	2.65E-03 	7.76E-03 	6.59E-03 	3.34E-02 	6.98E-02
440 	2.93E-04 	5.86E-04 	1.17E-03 	2.64E-03 	7.70E-03 	6.53E-03 	3.31E-02 	6.93E-02
450 	2.92E-04 	5.84E-04 	1.17E-03 	2.63E-03 	7.66E-03 	6.50E-03 	3.30E-02 	6.89E-02
460 	2.92E-04 	5.84E-04 	1.17E-03 	2.63E-03 	7.63E-03 	6.47E-03 	3.29E-02 	6.87E-02
470 	2.92E-04 	5.84E-04 	1.17E-03 	2.63E-03 	7.62E-03 	6.45E-03 	3.28E-02 	6.85E-02
480 	2.92E-04 	5.85E-04 	1.17E-03 	2.63E-03 	7.61E-03 	6.44E-03 	3.28E-02 	6.85E-02
490 	2.93E-04 	5.86E-04 	1.17E-03 	2.64E-03 	7.60E-03 	6.44E-03 	3.28E-02 	6.84E-02
500 	2.94E-04 	5.88E-04 	1.18E-03 	2.64E-03 	7.61E-03 	6.44E-03 	3.28E-02 	6.85E-02
510 	2.95E-04 	5.90E-04 	1.18E-03 	2.65E-03 	7.62E-03 	6.44E-03 	3.28E-02 	6.86E-02
520 	2.96E-04 	5.92E-04 	1.18E-03 	2.66E-03 	7.63E-03 	6.45E-03 	3.29E-02 	6.87E-02
530 	2.97E-04 	5.94E-04 	1.19E-03 	2.67E-03 	7.65E-03 	6.46E-03 	3.30E-02 	6.88E-02
540 	2.98E-04 	5.97E-04 	1.19E-03 	2.69E-03 	7.67E-03 	6.48E-03 	3.30E-02 	6.90E-02
550 	3.00E-04 	6.00E-04 	1.20E-03 	2.70E-03 	7.69E-03 	6.49E-03 	3.31E-02 	6.92E-02
560 	3.01E-04 	6.03E-04 	1.20E-03 	2.71E-03 	7.71E-03 	6.51E-03 	3.32E-02 	6.94E-02
570 	3.03E-04 	6.05E-04 	1.21E-03 	2.72E-03 	7.73E-03 	6.53E-03 	3.33E-02 	6.96E-02
580 	3.04E-04 	6.08E-04 	1.22E-03 	2.74E-03 	7.76E-03 	6.55E-03 	3.35E-02 	6.98E-02
590 	3.06E-04 	6.11E-04 	1.22E-03 	2.75E-03 	7.79E-03 	6.57E-03 	3.36E-02 	7.01E-02
600 	3.07E-04 	6.14E-04 	1.23E-03 	2.76E-03 	7.81E-03 	6.59E-03 	3.37E-02 	7.03E-02
610 	3.09E-04 	6.17E-04 	1.23E-03 	2.78E-03 	7.84E-03 	6.61E-03 	3.38E-02 	7.06E-02
620 	3.10E-04 	6.20E-04 	1.24E-03 	2.79E-03 	7.87E-03 	6.63E-03 	3.39E-02 	7.08E-02
630 	3.12E-04 	6.23E-04 	1.25E-03 	2.80E-03 	7.90E-03 	6.66E-03 	3.41E-02 	7.11E-02
640 	3.13E-04 	6.26E-04 	1.25E-03 	2.82E-03 	7.93E-03 	6.68E-03 	3.42E-02 	7.13E-02
650 	3.15E-04 	6.29E-04 	1.26E-03 	2.83E-03 	7.96E-03 	6.70E-03 	3.43E-02 	7.16E-02
660 	3.16E-04 	6.32E-04 	1.26E-03 	2.84E-03 	7.98E-03 	6.73E-03 	3.44E-02 	7.18E-02
670 	3.17E-04 	6.35E-04 	1.27E-03 	2.86E-03 	8.01E-03 	6.75E-03 	3.46E-02 	7.21E-02
680 	3.19E-04 	6.38E-04 	1.28E-03 	2.87E-03 	8.04E-03 	6.77E-03 	3.47E-02 	7.24E-02
690 	3.20E-04 	6.41E-04 	1.28E-03 	2.88E-03 	8.07E-03 	6.80E-03 	3.48E-02 	7.26E-02
700 	3.22E-04 	6.43E-04 	1.29E-03 	2.90E-03 	8.10E-03 	6.82E-03 	3.50E-02 	7.29E-02
710 	3.23E-04 	6.46E-04 	1.29E-03 	2.91E-03 	8.13E-03 	6.84E-03 	3.51E-02 	7.31E-02
720 	3.24E-04 	6.49E-04 	1.30E-03 	2.92E-03 	8.15E-03 	6.86E-03 	3.52E-02 	7.34E-02
730 	3.26E-04 	6.51E-04 	1.30E-03 	2.93E-03 	8.18E-03 	6.88E-03 	3.53E-02 	7.36E-02
740 	3.27E-04 	6.54E-04 	1.31E-03 	2.94E-03 	8.21E-03 	6.91E-03 	3.54E-02 	7.39E-02
750 	3.28E-04 	6.57E-04 	1.31E-03 	2.95E-03 	8.24E-03 	6.93E-03 	3.56E-02 	7.41E-02
760 	3.29E-04 	6.59E-04 	1.32E-03 	2.97E-03 	8.26E-03 	6.95E-03 	3.57E-02 	7.44E-02
770 	3.31E-04 	6.62E-04 	1.32E-03 	2.98E-03 	8.29E-03 	6.97E-03 	3.58E-02 	7.46E-02
780 	3.32E-04 	6.64E-04 	1.33E-03 	2.99E-03 	8.32E-03 	6.99E-03 	3.59E-02 	7.48E-02
790 	3.33E-04 	6.66E-04 	1.33E-03 	3.00E-03 	8.34E-03 	7.01E-03 	3.60E-02 	7.51E-02
800 	3.34E-04 	6.69E-04 	1.34E-03 	3.01E-03 	8.36E-03 	7.03E-03 	3.61E-02 	7.53E-02
810 	3.35E-04 	6.71E-04 	1.34E-03 	3.02E-03 	8.39E-03 	7.05E-03 	3.62E-02 	7.55E-02
820 	3.36E-04 	6.73E-04 	1.35E-03 	3.03E-03 	8.41E-03 	7.07E-03 	3.63E-02 	7.57E-02
830 	3.38E-04 	6.75E-04 	1.35E-03 	3.04E-03 	8.44E-03 	7.09E-03 	3.64E-02 	7.59E-02
840 	3.39E-04 	6.77E-04 	1.35E-03 	3.05E-03 	8.46E-03 	7.11E-03 	3.65E-02 	7.61E-02
850 	3.40E-04 	6.79E-04 	1.36E-03 	3.06E-03 	8.49E-03 	7.13E-03 	3.66E-02 	7.64E-02
860 	3.41E-04 	6.81E-04 	1.36E-03 	3.07E-03 	8.51E-03 	7.15E-03 	3.67E-02 	7.66E-02
870 	3.42E-04 	6.83E-04 	1.37E-03 	3.08E-03 	8.53E-03 	7.17E-03 	3.68E-02 	7.68E-02
880 	3.43E-04 	6.85E-04 	1.37E-03 	3.08E-03 	8.55E-03 	7.19E-03 	3.69E-02 	7.70E-02
890 	3.44E-04 	6.87E-04 	1.37E-03 	3.09E-03 	8.57E-03 	7.20E-03 	3.70E-02 	7.72E-02
900 	3.45E-04 	6.89E-04 	1.38E-03 	3.10E-03 	8.60E-03 	7.22E-03 	3.71E-02 	7.74E-02
910 	3.46E-04 	6.91E-04 	1.38E-03 	3.11E-03 	8.62E-03 	7.24E-03 	3.72E-02 	7.76E-02
920 	3.47E-04 	6.93E-04 	1.39E-03 	3.12E-03 	8.64E-03 	7.26E-03 	3.73E-02 	7.77E-02
930 	3.47E-04 	6.95E-04 	1.39E-03 	3.13E-03 	8.66E-03 	7.28E-03 	3.74E-02 	7.79E-02
940 	3.48E-04 	6.97E-04 	1.39E-03 	3.13E-03 	8.68E-03 	7.29E-03 	3.75E-02 	7.81E-02
950 	3.49E-04 	6.98E-04 	1.40E-03 	3.14E-03 	8.70E-03 	7.31E-03 	3.76E-02 	7.83E-02
960 	3.50E-04 	7.00E-04 	1.40E-03 	3.15E-03 	8.72E-03 	7.32E-03 	3.77E-02 	7.85E-02
970 	3.51E-04 	7.02E-04 	1.40E-03 	3.16E-03 	8.74E-03 	7.34E-03 	3.77E-02 	7.86E-02
980 	3.52E-04 	7.03E-04 	1.41E-03 	3.17E-03 	8.76E-03 	7.35E-03 	3.78E-02 	7.88E-02
990 	3.53E-04 	7.05E-04 	1.41E-03 	3.17E-03 	8.78E-03 	7.37E-03 	3.79E-02 	7.90E-02
1000 	3.53E-04 	7.07E-04 	1.41E-03 	3.18E-03 	8.80E-03 	7.39E-03 	3.80E-02 	7.91E-02
